EAN;Produto;Preço (R$);Link
7891142207166;Protetor Solar Facial Claro Episol Sec OC FPS 60 (60mL);112.6;https://www.drogaven.com.br/protetor-solar-facial-episol-sec-oc-claro-fps-60-60ml/p
7896181925866;Cilostazol 100mg 60cpr biosintetica;42.71;https://www.drogaven.com.br/cilostazol-100mg-60cpr-biosintetica-generico/p
7896150000068;Creme Multifuncional Yamasterol com Babosa e D-Pantenol 320g;14.6;https://www.drogaven.com.br/creme-multifuncional-yamasterol-com-babosa-e-d-pantenol-320g/p
7896902218567;Tintura de Iodo 2% Farmax 2%, frasco de solução dermatológica com 30mL;9.74;https://www.drogaven.com.br/tintura-de-iodo-2-farmax-2-frasco-de-solucao-dermatologica-com-30ml/p
7896082900337;Sinustrat 9,0mg/mL, frasco com 10mL de solução de uso nasal;21.3;https://www.drogaven.com.br/sinustrat-90mgml-frasco-com-10ml-de-solucao-de-uso-nasal/p
7896181907282;Formocaps 12mcg, caixa com 30 cápsulas gelatinosas duras com pó de uso inalatório + 1 inalador;78.02;https://www.drogaven.com.br/formocaps-12mcg-30cps-inalador/p
7894650938898;Repelente Gel Exposis Bebê 117g;65.56;https://www.drogaven.com.br/repelente-gel-exposis-bebe-117g/p
7897322714271;Tamarine Fibras Pó Solúvel Sem Sabor 250g;109.26;https://www.drogaven.com.br/tamarine-fibras-sem-sabor-po-soluvel-com-250g/p
7899706178167;Sabonete Líquido Facial Garnier SkinActive Uniform&Matte 120g;37.14;https://www.drogaven.com.br/sabonete-liquido-facial-garnier-skinactive-uniformmatte-120g/p
7896261020306;Entresto 49mg + 51mg, 60 comprimidos revestidos;386.69;https://www.drogaven.com.br/entresto-49mg-51mg-60-comprimidos-revestidos/p
7500435204415;Escova Dental Oral-B Indicator Black Sensitive Carvão 35 2 unidades;23.42;https://www.drogaven.com.br/escova-dental-oral-b-indicator-black-sensitive-carvao-35-2un/p
7896004717999;Gerovital 60 cápsulas gelatinosas moles;88.1;https://www.drogaven.com.br/gerovital-60-capsulas-gelatinosas-moles/p
7896114313135;Escova Dental Bitufo Class cabeça pequena, macia, sortida com 1 unidade + grátis, capa protetora;15.18;https://www.drogaven.com.br/escova-dental-bitufo-class-cabeca-pequena-macia-sortida-com-1-unidade-gratis-capa-protetora/p
7892828001634;Polivitamínico FoliaPré para Gestantes 30 Comprimidos;43.38;https://www.drogaven.com.br/foliapre-30cpr/p
