EAN;Curva;Produto;Concorrente;Preço concorrente;Nosso preço;Ganhador;Melhor preço;Classificação;Preço Drogaven;Preço Drogal;Preço DrogaRaia
7896111998946;C;ESMALTE IMPALA ANA CASTELA E A BOIADEIRA;Drogaven;4.6;5.02;Drogaven;4.6;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.6;0;0
7896111999066;D;ESMALTE IMPALA ANA CASTELA LANCADA PERFEITA;Drogaven;4.6;5.02;Drogaven;4.6;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.6;0;0
7896111999141;C;ESMALTE IMPALA ANA CASTELA SEGURA A FIVELA;Drogaven;4.6;5.02;Drogaven;4.6;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.6;0;0
7896111999226;C;ESMALTE IMPALA ANA CASTELA SOLTA O AGRONEJO;Drogaven;4.6;5.02;Drogaven;4.6;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.6;0;0
7896111997215;B;ESMALTE IMPALA CHAMEGO MEU CREMOSO;Drogaven;5.28;3.79;DROGACENTRO;3.79;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.28;0;0
7896111901168;C;ESMALTE IMPALA GLOBOPLAY ME CHAMA DE SENHORA;Drogaven;5.48;6.19;Drogaven;5.48;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.48;0;0
7896111901632;C;ESMALTE IMPALA IMPREVISIVEL COMPLICADA/PERFEITINHA;Drogaven;6.85;5.95;DROGACENTRO;5.95;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;6.85;0;0
7896111901656;D;ESMALTE IMPALA IMPREVISIVEL DESENROLADA/MISTERIOSA;Drogaven;6.85;5.95;DROGACENTRO;5.95;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;6.85;0;0
7896111901571;C;ESMALTE IMPALA IMPREVISIVEL GLAMUROSA/BASIQUINHA;Drogaven;6.85;5.95;DROGACENTRO;5.95;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;6.85;0;0
7896111901649;C;ESMALTE IMPALA IMPREVISIVEL MEIGA/SINCERONA;Drogaven;6.85;5.95;DROGACENTRO;5.95;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;6.85;0;0
7896111901595;C;ESMALTE IMPALA IMPREVISIVEL REALISTA/FANFIQUEIRA;Drogaven;6.85;5.95;DROGACENTRO;5.95;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;6.85;0;0
7896111901601;C;ESMALTE IMPALA IMPREVISIVEL TIMIDA/BISCOTEIRA;Drogaven;6.85;5.95;DROGACENTRO;5.95;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;6.85;0;0
7896111901625;D;ESMALTE IMPALA IMPREVISIVEL TRANQUILA/SURTADA;Drogaven;6.85;5.95;DROGACENTRO;5.95;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;6.85;0;0
7896111998021;C;ESMALTE IMPALA JU PAES METAL LIKE VEM DE CARONA;Drogaven;4.89;5.58;Drogaven;4.89;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7896111998007;D;ESMALTE IMPALA JUPAES METAL LIKE CONFIANTE IMPREVISIVEL;Drogaven;4.89;5.58;Drogaven;4.89;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7896111998052;C;ESMALTE IMPALA JUPAES METAL LIKE SEM LIMITE;Drogaven;4.89;5.58;Drogaven;4.89;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7896111919477;B;ESMALTE IMPALA LUA;Drogaven;3.62;3.79;Drogaven;3.62;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;3.62;0;0
7896111992364;C;ESMALTE IMPALA NOVO DADIVA ;Drogaven;3.62;3.79;Drogaven;3.62;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;3.62;0;0
7896111997185;D;ESMALTE IMPALA SEM PRESSA CREMOSO;Drogaven;3.62;3.79;Drogaven;3.62;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;3.62;0;0
7896111998397;C;ESMALTE IMPALA TRATAMENTO REVITAL BRANCO SOFT;Drogaven;4.89;5.82;Drogaven;4.89;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7896111998403;C;ESMALTE IMPALA TRATAMENTO REVITAL CORAL LIGHT;Drogaven;4.89;5.82;Drogaven;4.89;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7896111998427;C;ESMALTE IMPALA TRATAMENTO REVITAL OLEO EM GEL;Drogaven;4.89;5.82;Drogaven;4.89;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7896111998410;C;ESMALTE IMPALA TRATAMENTO REVITAL ROSA SWEET;Drogaven;4.89;5.82;Drogaven;4.89;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7896111954478;B;ESMALTE IMPALA VERNIZ EXTRA BRILHO;Drogaven;5.18;5.08;DROGACENTRO;5.08;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.18;0;0
7896111992326;D;ESMALTE IMPALA VIBRACOES;Drogaven;3.62;3.79;Drogaven;3.62;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;3.62;0;0
7896111999516;C;ESMALTE IMPALA VIVA AME E BRILHE HOJE EU POSSO;Drogaven;5.87;5.94;Drogaven;5.87;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.87;0;0
7896111999554;C;ESMALTE IMPALA VIVA AME E BRILHE NINGUEM ME SEGURA;Drogaven;5.87;5.94;Drogaven;5.87;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.87;0;0
7896111999530;C;ESMALTE IMPALA VIVA AME E BRILHE OSTENTE SEU PODER;Drogaven;5.87;5.94;Drogaven;5.87;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.87;0;0
7896111999547;C;ESMALTE IMPALA VIVA AME E BRILHE PRONTA PRA TUDO;Drogaven;5.87;5.94;Drogaven;5.87;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.87;0;0
7896111999523;C;ESMALTE IMPALA VIVA AME E BRILHE VIM BRILHAR;Drogaven;5.87;5.94;Drogaven;5.87;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.87;0;0
7891350043075;D;ESMALTE RISQUE DORITOS NADA OBVIO;Drogaven;5.87;6.55;Drogaven;5.87;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.87;0;0
7891350043051;C;ESMALTE RISQUE DORITOS OUSADIA PONTA DOS DEDOS;Drogaven;5.87;6.55;Drogaven;5.87;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.87;0;0
7891350043020;C;ESMALTE RISQUE DORITOS ULTIMO DORITOS DO PACOTE;Drogaven;5.87;6.55;Drogaven;5.87;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.87;0;0
7891350042535;C;ESMALTE RISQUE E DO MEU JEITO A ARTISTA SOU EU;Drogaven;4.8;7.26;Drogaven;4.8;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.8;0;0
7891350042573;C;ESMALTE RISQUE E DO MEU JEITO MAR DE POSSIBILIDADES;Drogal;8.65;7.26;DROGACENTRO;7.26;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;8.65;0
7891350042559;C;ESMALTE RISQUE E DO MEU JEITO VAI TER ARCO-IRIS;Drogal;8.65;7.26;DROGACENTRO;7.26;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;8.65;0
7891350042566;C;ESMALTE RISQUE E DO MEU JEITO VIVENDO DA MINHA ART;Drogal;8.65;7.26;DROGACENTRO;7.26;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;8.65;0
7891350038057;C;ESMALTE RISQUE INSPIRADORACAO DIVINA;Drogaven;5.18;4.69;DROGACENTRO;4.69;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.18;0;0
7891350045277;C;ESMALTE RISQUE MANICORES CREDITA NO BRILHO;Drogaven;6.36;6.67;Drogaven;6.36;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;6.36;0;0
7891350045239;C;ESMALTE RISQUE MANICORES FACO UM PINX EM CASA;Drogal;8.15;6.67;DROGACENTRO;6.67;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;8.15;0
7891350045291;C;ESMALTE RISQUE MANICORES JOGA PRO UNIVERSO;Drogal;8.15;6.89;DROGACENTRO;6.89;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;8.15;0
7891350045260;C;ESMALTE RISQUE MANICORES RECUPEREI A DIGNIDADE;Drogal;8.15;6.67;DROGACENTRO;6.67;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;8.15;0
7891350045246;D;ESMALTE RISQUE MANICORES SE LIBERTA DO BASICO;Drogal;8.15;6.67;DROGACENTRO;6.67;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;8.15;0
7891350045253;D;ESMALTE RISQUE MANICORES UM DIA AMADURE;Drogaven;6.36;6.67;Drogaven;6.36;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;6.36;0;0
7891350039726;C;ESMALTE RISQUE METAVERSO CRIPTO ROSA ;Drogaven;5.18;4.69;DROGACENTRO;4.69;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.18;0;0
7891182015127;C;ESMALTE RISQUE NINFA;Drogaven;4.89;5.38;Drogaven;4.89;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7891350044881;C;ESMALTE RISQUE NOVA COR CHOCOLIGHT;Drogal;6.05;4.42;DROGACENTRO;4.42;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;6.05;0
7891350044942;C;ESMALTE RISQUE NOVA COR DOURA-ME SE FOR CAPAZ;Drogal;6.05;4.42;DROGACENTRO;4.42;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;6.05;0
7891350044874;D;ESMALTE RISQUE NOVA COR MARROMVILHOSO;Drogal;6.05;4.42;DROGACENTRO;4.42;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;6.05;0
7891350044867;C;ESMALTE RISQUE NOVA COR ME DEIXA AMEIXA;Drogal;6.05;4.42;DROGACENTRO;4.42;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;6.05;0
7891350042832;C;ESMALTE RISQUE OI SUMIDA;Drogaven;5.18;4.69;DROGACENTRO;4.69;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.18;0;0
7891350040036;C;ESMALTE RISQUE REINVENTE PADRAOZINHO PRA QUEM;Drogal;9.35;5.55;DROGACENTRO;5.55;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;0;9.35;0
7891182820028;C;ESMALTE RISQUE RENDA S/BLISTER;Drogaven;4.89;4.75;DROGACENTRO;4.75;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7891182035941;C;ESMALTE RISQUE RENDINHA NATURAL;Drogaven;4.89;4.75;DROGACENTRO;4.75;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;4.89;0;0
7891350038101;C;ESMALTE RISQUE TODAS PO UMA;Drogaven;5.18;4.69;DROGACENTRO;4.69;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.18;0;0
7891350042818;D;ESMALTE RISQUE VERDE ESMERALDA;Drogaven;5.18;4.69;DROGACENTRO;4.69;PRINCIPAL > PERFUMARIA > BELEZA > ESMALTES;5.18;0;0
7896075709343;C;ESPATULA MANICURE MERHEJE ROSA;Drogal;2.99;4.3;Drogal;2.99;PRINCIPAL > PERFUMARIA > BELEZA > MAOS > classificar;0;2.99;0
7891040001187;C;ESPONJA PONJITA BANHO;Drogaven;5.05;5.65;Drogaven;5.05;PRINCIPAL > PERFUMARIA > HIGIENE > CORPORAL > ACESSORIOS;5.05;0;0
7891350000115;C;ESPUMA BARBEAR BOZZANO REFRESCANTE 193G/200ML;Drogal;18.99;25.65;Drogal;18.99;PRINCIPAL > PERFUMARIA > MASCULINO > BARBA/BIGODE > CREME/ESPUMA/OLEO/BALM/LOCAO/GEL;0;18.99;0
4005800220012;C;EUCERIN DUOPACK AQUAPHOR 20G;Drogal;54.05;67.44;Drogal;54.05;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;0;54.05;0
7896094211889;D;FILTRUM COLOR FPS70 COR 1.0 50G;Drogal;69.89;112.27;Drogal;69.89;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;87.12;69.89;0
7896094211865;D;FILTRUM COLOR FPS70 COR 3.0 50G;Drogal;69.89;110.11;Drogal;69.89;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;87.12;69.89;0
7896094211834;D;FILTRUM SENSI FPS50 50G;Drogal;46.99;90.93;Drogal;46.99;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;76.56;46.99;0
7896094208537;C;FILTRUM ULTRA SECO FPS30 CREME 60G;Drogal;39.99;73.17;Drogal;39.99;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;59.29;39.99;0
7891150095601;C;FINALIZADOR CAPILAR DOVE CREME LEAVE-IN BOND 50ML;Drogaven;15.08;19.07;Drogaven;15.08;PRINCIPAL > PERFUMARIA > CABELO > LEAVE IN/ATIVADOR;15.08;0;0
7891033583126;C;FINALIZADOR JELLY SIAGE PRO CRONOLOGY CURVA 300ML;Drogaven;64.01;64.96;Drogaven;64.01;PRINCIPAL > PERFUMARIA > CABELO > CREME;64.01;0;0
7891024183021;C;FIO DENTAL COLGATE MENTA 50M;Drogaven;13.74;18.05;Drogaven;13.74;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > FIO DENTAL;13.74;0;0
7891024183007;C;FIO DENTAL COLGATE TRADICIONAL 50M;Drogaven;13.74;16.34;Drogaven;13.74;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > FIO DENTAL;13.74;0;0
070942003322;D;FIO DENTAL INFANTIL GUM FLOSSER PATRULIA CANINA C/40;Drogal;21.85;26.14;Drogal;21.85;PRINCIPAL > PERFUMARIA > INFANTIL > HIGIENE INFANTIL > classificar;0;21.85;0
7891010501105;B;FIO DENTAL J&J ESSENCIAL 100M;Drogal;13.25;17.85;Drogal;13.25;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > FIO DENTAL;15.58;13.25;0
7891010038908;C;FIO DENTAL J&J MENTA 50M;Drogaven;15.58;18.92;Drogaven;15.58;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > FIO DENTAL;15.58;0;0
7891010038915;C;FIO DENTAL J&J REACH EXT FINO 50M;Drogaven;15.58;16.88;Drogaven;15.58;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > FIO DENTAL;15.58;0;0
7896114312756;C;FIO DENTAL SANIFIL CLASSICO 100M;Drogaven;12.73;15.0;Drogaven;12.73;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > FIO DENTAL;12.73;0;0
7891024183182;C;FITA DENTAL COLGATE TOTAL 25M;Drogaven;21.26;26.64;Drogaven;21.26;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > FIO DENTAL;21.26;0;0
7898185416203;C;FITA DENTAL INFANTIL COM CABO STITCH MORANGO;Drogal;22.55;33.01;Drogal;22.55;PRINCIPAL > PERFUMARIA > INFANTIL > HIGIENE INFANTIL > classificar;29.3;22.55;0
7896114312817;B;FITA DENTAL SANIFIL MENTA 125MT;Drogaven;11.75;13.49;Drogaven;11.75;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > FIO DENTAL;11.75;0;0
076660008625;B;FIXODENT ORIGINAL 21G;Drogal;33.99;39.6;Drogal;33.99;PRINCIPAL > PERFUMARIA > HIGIENE > ORAL > CREME FIXADOR;0;33.99;0
7898040324438;C;FLETOP LOCAO 200ML;Drogaven;59.23;77.2;Drogaven;59.23;PRINCIPAL > PERFUMARIA > BELEZA > DERMOCOSMETICO;59.23;0;0
7898610377338;C;FLUIDO HASKELL CAVALO FORTE HIDRA 120ML;Drogaven;41.06;38.38;DROGACENTRO;38.38;PRINCIPAL > PERFUMARIA > CABELO > classificar;41.06;0;0
7898610373460;C;FLUIDO HASKELL FINALIZADOR ENCORPORA CABELO 120ML;Drogaven;41.06;38.38;DROGACENTRO;38.38;PRINCIPAL > PERFUMARIA > CABELO > classificar;41.06;0;0
7898610375174;C;FLUIDO HASKELL OBRIGATORIO BANANEIRA 120ML;Drogaven;41.06;38.38;DROGACENTRO;38.38;PRINCIPAL > PERFUMARIA > CABELO > classificar;41.06;0;0
7898610375242;C;FLUIDO HASKELL POS PROGRESSIVA 120ML ;Drogaven;41.06;38.38;DROGACENTRO;38.38;PRINCIPAL > PERFUMARIA > CABELO > classificar;41.06;0;0
7896061996610;B;FRALDA BABYSEC GALINHA PINTADINHA G HIPER C/60;Drogaven;77.41;75.83;DROGACENTRO;75.83;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;77.41;0;0
7896061995910;B;FRALDA BABYSEC GALINHA PINTADINHA G MEGA C/32;Drogal;41.89;41.59;DROGACENTRO;41.59;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;44.65;41.89;0
7896061996603;B;FRALDA BABYSEC GALINHA PINTADINHA M HIPER C/68;Drogaven;77.41;75.83;DROGACENTRO;75.83;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;77.41;0;0
7896061995903;B;FRALDA BABYSEC GALINHA PINTADINHA M MEGA C/38;Drogal;41.89;41.59;DROGACENTRO;41.59;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;44.65;41.89;0
7896061995460;C;FRALDA BABYSEC GALINHA PINTADINHA P MEGA C/42;Drogal;41.89;41.59;DROGACENTRO;41.59;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;44.65;41.89;0
7896061996627;B;FRALDA BABYSEC GALINHA PINTADINHA XG HIPER C/56;Drogaven;77.41;75.83;DROGACENTRO;75.83;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;77.41;0;0
7896061995927;B;FRALDA BABYSEC GALINHA PINTADINHA XG MEGA C/30;Drogal;41.89;41.59;DROGACENTRO;41.59;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;44.65;41.89;0
7896061996832;B;FRALDA BABYSEC GALINHA PINTADINHA XXG HIPER C/48;Drogaven;77.41;75.83;DROGACENTRO;75.83;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;77.41;0;0
7896061995477;B;FRALDA BABYSEC GALINHA PINTADINHA XXG MEGA C/28;Drogal;41.89;41.59;DROGACENTRO;41.59;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;44.65;41.89;0
7899700800804;C;FRALDA GERIATRICA SAFETY REGULAR M C/08;Drogaven;18.02;22.06;Drogaven;18.02;PRINCIPAL > PERFUMARIA > HIGIENE > DESCARTAVEL-INTIMA > FRALDA GERIATRICA;18.02;0;0
7896877602613;A;FRALDA GERIATRICA SUAVIDADE EG C/7;Drogaven;19.5;20.78;Drogaven;19.5;PRINCIPAL > PERFUMARIA > HIGIENE > DESCARTAVEL-INTIMA > FRALDA GERIATRICA;19.5;0;0
7896877601456;B;FRALDA GERIATRICA SUAVIDADE G C/30;Drogaven;70.06;70.84;Drogaven;70.06;PRINCIPAL > PERFUMARIA > HIGIENE > DESCARTAVEL-INTIMA > FRALDA GERIATRICA;70.06;0;0
7896877602606;A;FRALDA GERIATRICA SUAVIDADE G C/8;Drogaven;19.5;20.78;Drogaven;19.5;PRINCIPAL > PERFUMARIA > HIGIENE > DESCARTAVEL-INTIMA > FRALDA GERIATRICA;19.5;0;0
7896877601449;C;FRALDA GERIATRICA SUAVIDADE M C/30;Drogaven;70.06;70.84;Drogaven;70.06;PRINCIPAL > PERFUMARIA > HIGIENE > DESCARTAVEL-INTIMA > FRALDA GERIATRICA;70.06;0;0
7896877602590;A;FRALDA GERIATRICA SUAVIDADE M C/9;Drogaven;19.5;20.78;Drogaven;19.5;PRINCIPAL > PERFUMARIA > HIGIENE > DESCARTAVEL-INTIMA > FRALDA GERIATRICA;19.5;0;0
7896007552016;B;FRALDA HUGGIES NATURAL CARE RN C/34;Drogal;29.99;43.65;Drogal;29.99;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;44.38;29.99;0
7896007551088;C;FRALDA HUGGIES PISCINA L SWIMMERS M/G C/10;Drogal;40.55;41.18;Drogal;40.55;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;0;40.55;0
7896007551095;D;FRALDA HUGGIES PISCINA L SWIMMERS P/M C/11;Drogal;40.55;43.15;Drogal;40.55;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;0;40.55;0
7896007552801;B;FRALDA HUGGIES SUPREME CARE G HIPERZINHA  C/58;Drogaven;97.9;88.0;DROGACENTRO;88.0;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;97.9;0;0
7896007548378;C;FRALDA HUGGIES SUPREME CARE G JUMBO C/20;Drogaven;33.7;36.66;Drogaven;33.7;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;33.7;0;0
7896007548415;C;FRALDA HUGGIES SUPREME CARE G MEGA C/32;Drogal;41.99;50.07;Drogal;41.99;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;47.92;41.99;58.9
7896007549689;B;FRALDA HUGGIES SUPREME CARE G ROUPA C/30;Drogal;50.55;49.12;DROGACENTRO;49.12;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;53.89;50.55;0
7896007548361;C;FRALDA HUGGIES SUPREME CARE M JUMBO C/24;Drogaven;33.7;36.66;Drogaven;33.7;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;33.7;0;0
7896007548408;C;FRALDA HUGGIES SUPREME CARE M MEGA C/40;Drogal;41.99;50.07;Drogal;41.99;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;47.92;41.99;0
7896007549672;C;FRALDA HUGGIES SUPREME CARE M ROUPA C/36;Drogal;50.55;49.12;DROGACENTRO;49.12;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;53.89;50.55;0
7896007548507;C;FRALDA HUGGIES SUPREME CARE P JUMBO C/28;Drogaven;33.7;36.66;Drogaven;33.7;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;33.7;0;0
7896007548514;B;FRALDA HUGGIES SUPREME CARE P MEGA C/48;Drogal;41.99;50.07;Drogal;41.99;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;47.92;41.99;72.53
7896007552825;B;FRALDA HUGGIES SUPREME CARE XG HIPERZINHA C/56;Drogaven;97.9;88.0;DROGACENTRO;88.0;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;97.9;0;0
7896007549696;B;FRALDA HUGGIES SUPREME CARE XG ROUPA C/24;Drogal;50.55;49.12;DROGACENTRO;49.12;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;53.89;50.55;0
7896007548422;C;FRALDA HUGGIES SUPREME CARE XG ROUPA C/26;Drogal;41.99;50.07;Drogal;41.99;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;47.92;41.99;0
7896007552849;B;FRALDA HUGGIES SUPREME CARE XXG HIPERZINHA C/54;Drogaven;97.9;88.0;DROGACENTRO;88.0;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;97.9;0;0
7896007548392;C;FRALDA HUGGIES SUPREME CARE XXG JUMBO C/16;Drogaven;33.7;36.66;Drogaven;33.7;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;33.7;0;0
7896007548439;C;FRALDA HUGGIES SUPREME CARE XXG MEGA C/26;Drogal;41.99;50.07;Drogal;41.99;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;47.92;41.99;0
7896007549702;B;FRALDA HUGGIES SUPREME CARE XXG ROUPA C/24;Drogal;50.55;49.12;DROGACENTRO;49.12;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;53.89;50.55;0
7896007549269;B;FRALDA HUGGIES TRIPLA PROTECAO G HIPER C/78;Drogaven;85.36;85.97;Drogaven;85.36;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;85.36;0;0
7896007549252;C;FRALDA HUGGIES TRIPLA PROTECAO M HIPER C/92;Drogaven;85.36;85.97;Drogaven;85.36;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;85.36;0;0
7896007552450;C;FRALDA HUGGIES TRIPLA PROTECAO M JUMBO C/28;Drogaven;32.72;33.09;Drogaven;32.72;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;32.72;0;0
7896007549276;B;FRALDA HUGGIES TRIPLA PROTECAO XG HIPER C/66;Drogaven;85.36;85.97;Drogaven;85.36;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;85.36;0;0
7896007553723;C;FRALDA HUGGIES TRIPLA PROTECAO XG MEGA C/28 GRATIS 2 TIRAS;Drogal;34.99;33.7;DROGACENTRO;33.7;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;37.23;34.99;0
7896007551293;B;FRALDA HUGGIES TRIPLA PROTECAO XXG HIPER C/66;Drogaven;85.36;85.97;Drogaven;85.36;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;85.36;0;0
7896007547982;B;FRALDA HUGGIES TRIPLA PROTECAO XXG JUMBO C/22;Drogaven;32.72;33.09;Drogaven;32.72;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;32.72;0;0
7896007553730;C;FRALDA HUGGIES TRIPLA PROTECAO XXG MEGA C/26 GRATIS 2 TIRAS;Drogal;34.99;33.7;DROGACENTRO;33.7;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;37.23;34.99;0
7500435106672;C;FRALDA PAMPERS CONFORT SEC FORTBAG  G C/60;Drogaven;102.8;106.22;Drogaven;102.8;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;102.8;0;0
7500435106665;C;FRALDA PAMPERS CONFORT SEC FORTBAG  M C/70;Drogaven;102.8;106.22;Drogaven;102.8;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;102.8;0;0
7500435132602;C;FRALDA PAMPERS CONFORT SEC FORTBAG  XG C/58;Drogaven;102.8;106.52;Drogaven;102.8;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;102.8;0;0
7500435232944;C;FRALDA PAMPERS CONFORT SEC FORTBAG XXXG C/44;Drogaven;102.8;106.52;Drogaven;102.8;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;102.8;0;0
7500435106634;C;FRALDA PAMPERS CONFORT SEC G MEGA C/38;Drogaven;72.22;70.7;DROGACENTRO;70.7;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;72.22;0;0
7500435106627;C;FRALDA PAMPERS CONFORT SEC M MEGA C/44;Drogaven;72.22;70.7;DROGACENTRO;70.7;PRINCIPAL > PERFUMARIA > INFANTIL > FRALDA INFANTIL;72.22;0;0
