EAN;Produto;Preço (R$);Link
7898610371473;Tonalizante Haskell Excllusiv Tom n° 600 louro escuro;34.2;https://www.drogaven.com.br/tonalizante-haskell-excllusiv-tom-n-600-louro-escuro/p
4005808850617;Hidratante Labial Nivea Original Care 4,8g;28.31;https://www.drogaven.com.br/protetor-labial-nivea-original-care-48g/p
7896111999226;Esmalte Cremoso Impala Ana Castela Solta O Agronejo 7,5ml;6.16;https://www.drogaven.com.br/esmalte-impala-ana-castela-solta-o-agronejo/p
7896111902059;Esmalte Impala A Cor da Moda Discreto;4.82;https://www.drogaven.com.br/esmalte-impala-a-cor-da-moda-discreto/p
7899706238014;Tintura sem Amônia L'Oréal Imédia Excellence Universal Nudes n° 3U castanho escuro universal;43.02;https://www.drogaven.com.br/tintura-imedia-nudes-sem-amonia-3u-castanho-escuro-universal/p
7891150099838;Condicionador Seda Luminous Uv 300mL;13.62;https://www.drogaven.com.br/condicionador-seda-300ml-luminous-uv-300ml/p
7897144661296;Gel Dental Infantil Cocoricó Bitufo tutti-frutti com 100g;18.52;https://www.drogaven.com.br/gel-dental-infantil-cocorico-bitufo-tutti-frutti-com-100g/p
7908785461708;Shampoo Elseve Liso Dos Sonhos Super Alinhador EFE 400mL;36.54;https://www.drogaven.com.br/shampoo-elseve-400ml-liso-dos-sonhos-efe/p
7896036571415;Porta Leite em Pó Neopan 3 Porções;25.96;https://www.drogaven.com.br/porta-leite-em-po-neopan-azul-3-porcoes/p
7896061996627;Fralda Babysec Galinha Pintadinha Ultrasec Hiper XG 56 Unidades;78.3;https://www.drogaven.com.br/fralda-babysec-galinha-pintadinha-ultrasec-hiper-xg-56unid/p
7791293032436;Desodorante Antitranspirante Feminino Rexona Powder Dry aerossol 150mL;21.46;https://www.drogaven.com.br/desodorante-antitranspirante-feminino-rexona-powder-dry-aerossol-150ml/p
7500435157476;Aparelho de Depilação Prestobarba UltraGrip 2 unidades;8.72;https://www.drogaven.com.br/aparelho-prestobarba-feminino-ultragrip-2un/p
7899706159333;Loção de Limpeza Hidratante Cerave 200mL;92.37;https://www.drogaven.com.br/locao-de-limpeza-hidratante-cerave-200ml/p
7896061995477;Fralda Babysec Ultra Sec Galinha Pintadinha XXG, pacote mega com 28 unidades;44.0;https://www.drogaven.com.br/fralda-babysec-ultra-sec-galinha-pintadinha-xxg-pacote-mega-com-28-unidades/p
4005900921598;Hidratante Labial 2 em 1 Nivea Hidra Color Rosa Pink;21.46;https://www.drogaven.com.br/hidratante-labial-nivea-hidra-color-2-em-1-rosa-pink-48g/p
7891182016377;Tinta de Cabelo Permanente Koleston - 73 Louro Avelã;29.3;https://www.drogaven.com.br/tintura-koleston-73-louro-avela/p
7898636194056;CICATRICURE PORCELANA GEL CREME FACIAL ANTIMARCAS 50G;78.4;https://www.drogaven.com.br/cicatricure-porcelana-gel-creme-facial-antimarcas-50g/p
7500435125420;Shampoo Pantene Pro-V Liso Extremo 175mL;20.09;https://www.drogaven.com.br/shpantene-175ml-liso-extremo/p
7896111902066;Esmalte Impala A Cor da Moda Relíquia;4.89;https://www.drogaven.com.br/esmalte-impala-a-cor-da-moda-reliquia/p
4005900659712;Protetor Solar Facial Nivea Sun Beauty Expert Pele Mista à Oleosa FPS 60 com 50g;54.87;https://www.drogaven.com.br/protetor-solar-facial-nivea-sun-beauty-expert-pele-mista-a-oleosa-fps-50-com-50g/p
7898040324438;Loção para Pernas e Pés FleTop 200mL;80.11;https://www.drogaven.com.br/locao-para-pernas-e-pes-fletop-200ml/p
7891150095915;Creme Hidratante para Pentear Cabelo Cacheado Ondulado Seda Boom Pro Curvatura 350ml;15.18;https://www.drogaven.com.br/creme-pentear-seda-boom-definicao-flexivel-350ml/p
7896007548422;Fralda Descartável Huggies Supreme Care Disney Baby XG, pacote com 26 unidades;67.52;https://www.drogaven.com.br/fralda-descartavel-huggies-supreme-care-disney-baby-xg-pacote-com-26-unidades/p
7896111901571;Esmalte Impala Imprevisível Glamurosa / Basiquinha;7.56;https://www.drogaven.com.br/esmalte-impala-imprevisivel-glamuroso-basiquinha/p
7896111997208;Esmalte Cremoso Impala beleza rara;4.8;https://www.drogaven.com.br/esmalte-cremoso-impala-beleza-rara/p
7891010043476;Escova Dental Johnson & Johnson Ultraclean 40 Grande;10.77;https://www.drogaven.com.br/escova-dental-johnsons-reach-ultraclean-n40-media-1un/p
7899852020617;Base Líquida Vult Make Mega V150 26ml;35.18;https://www.drogaven.com.br/vult-make-mega-base-liq-26ml-cor-v150/p
7896012879993;Fralda Pom Pom Derma Protek XG 20 unidades;31.1;https://www.drogaven.com.br/fralda-pom-pom-derma-protek-xg-pacote-com-20-unidades/p
7896018700383;Colônia Huggies Disney Baby Extra Suave 100mL;20.48;https://www.drogaven.com.br/colonia-huggies-disney-baby-extra-suave-100ml/p
7891010038908;Fio Dental Johnson & Johnson Reach Expansion Plus menta 50m;16.56;https://www.drogaven.com.br/fio-dental-johnson-johnson-reach-expansion-plus-menta-50m/p
7891010256791;Antisséptico Bucal Listerine Tartar Control 500ml;34.47;https://www.drogaven.com.br/enxaguante-bucal-listerine-500ml-espectartar-control/p
4005900696847;Sabonete Glicerinado Nivea Água de Coco e Óleos Essenciais barra com 85g;3.91;https://www.drogaven.com.br/sabonete-glicerinado-nivea-agua-de-coco-e-oleos-essenciais-barra-com-85g/p
7897947620445;Carmed Protetor Hidratante Labial Açai 10g;40.9;https://www.drogaven.com.br/carmed-protetor-hidratante-labial-acai-10g/p
7897930763005;Sabonete Galderma Dermotivin Salix líquido com 300mL;88.14;https://www.drogaven.com.br/sabonete-galderma-dermotivin-salix-liquido-com-300ml/p
7897042012473;Divino Potão 2 em 1 Skala Expert 1Kg;15.58;https://www.drogaven.com.br/divino-potao-2-em-1-skala-expert-1kg/p
7891024027622;ENXAGUANTE BUCAL PLAX ICE INFINITY 500ML;21.46;https://www.drogaven.com.br/enxaguante-bucal-plax-ice-infinity-500ml/p
7891024183182;Fita Dental Colgate Total sem sabor 25m;26.19;https://www.drogaven.com.br/fita-dental-colgate-total-sem-sabor-25m/p
7894222039688;Batom Líquido Matte 12h Fúcsia;39.1;https://www.drogaven.com.br/batom-dailus-liquido-matte-12hs-fucsia/p
7896806700038;Tônico Leite de Rosas tradicional com 170mL;9.79;https://www.drogaven.com.br/tonico-leite-de-rosas-tradicional-com-170ml/p
4015400763697;Lenços Umedecidos Pampers Cheirinho de Bebê pacote com 48 unidades;22.44;https://www.drogaven.com.br/lencos-umedecidos-pampers-cheirinho-de-bebe-pacote-com-48-unidades/p
7908324404463;Shampoo Hidratante Kolene Cachinhos 300ml;15.18;https://www.drogaven.com.br/shampoo-kolene-cachinhos-300ml/p
7908615059983;Creme para Pentear Super Gloss Elseve Glycolic Gloss 250mL;21.55;https://www.drogaven.com.br/creme-para-pentear-super-gloss-elseve-glycolic-gloss-250ml/p
7898632474701;Kit Labotrat Esfoliante 150g + Hidratante 190g Pitaya;43.02;https://www.drogaven.com.br/kit-hidratante-esfoliante-pitaya-labotrat/p
7898760140011;Gota Secante Esmalte Acemar Óleo de Cravo (10mL);10.77;https://www.drogaven.com.br/gota-secante-esmalte-acemar-oleo-de-cravo-10ml/p
7612412422429;Escova Dental Curaprox CS 5460 ultra soft, sortida com 3 unidades;116.32;https://www.drogaven.com.br/escova-dental-curaprox-cs-5460-ultra-soft-sortida-com-3-unidades/p
7897664169791;CREME PARA PENTEAR NEUTROX 300G CLASSICO;15.18;https://www.drogaven.com.br/creme-para-pentear-neutrox-300g-classico/p
7500435154291;Máscara de Tratamento Pantene Pro-V Bambu Nutre e Cresce 600mL;39.1;https://www.drogaven.com.br/mascara-de-tratamento-pantene-600ml-bambu/p
7899706197489;Creme para Tratamento Nutritivo Elseve Cachos Longos dos Sonhos 300g;32.24;https://www.drogaven.com.br/creme-para-tratamento-nutritivo-elseve-cachos-longos-dos-sonhos-300g/p
7891033581214;Mascara Capilar Siage Nutri Acid Complex 250g;75.45;https://www.drogaven.com.br/mascara-capilar-siage-nutri-acid-complex-250g/p
7891010878016;Óleo Corporal Johnson's Baby Amêndoas 200mL;57.97;https://www.drogaven.com.br/oleo-corporal-johnsons-baby-amendoas-200ml/p
7612412546002;Escova Dental Curaprox Ultra Macia 5460;48.01;https://www.drogaven.com.br/escova-dental-curaprox-5460-ultra-macia/p
7898647925922;Touca para Cabelo Cetim Bellesa 1 Unidade 0307-B;16.56;https://www.drogaven.com.br/touca-cabelo-cetim-bellesa-1un-0307-b/p
7896111901625;Esmalte Impala Imprevisível Tranquila / Surtada;7.56;https://www.drogaven.com.br/esmalte-impala-imprevisivel-tranquila-surtada/p
7791293028781;Desodorante Antitranspirante Axe Black, aerossol com 150mL;14.6;https://www.drogaven.com.br/desodorante-antitranspirante-axe-black-aerossol-com-150ml/p
7891150063075;Creme Dental em Gel Closeup Liquifresh red hot 100g;6.76;https://www.drogaven.com.br/creme-dental-em-gel-closeup-liquifresh-red-hot-100g/p
7896111999721;Esmalte Cremoso Impala A Cor da Sua Moda Fascinação 7,5ml;5.78;https://www.drogaven.com.br/esmalte-impala-a-cor-da-moda-cremoso-fascinacao/p
4006000045498;Desodorante Nivea Creme Derma Protect 54Gr...;27.34;https://www.drogaven.com.br/desodnivea-creme-derma-protect-54gr/p
7896770980979;Fralda Geriátrica Descartável Tena Confort P 9 unidades;32.24;https://www.drogaven.com.br/tena-confort-p-pacotinho/p
7891010503505;Loção Hidratante Corporal Johnson's Baby Regular 200ml;44.0;https://www.drogaven.com.br/locao-hidratante-johnsons-baby-200ml/p
7908785461609;Condicionador Elseve Liso Dos Sonhos Efeito Liquid Hair 400mL;39.54;https://www.drogaven.com.br/condicionador-elseve-400ml-liso-dos-sonhos-efeito-liquid-hai/p
7896902285743;Repelente Moskitoff Baby 100ml Icaridina;29.3;https://www.drogaven.com.br/repelente-moskitoff-baby-icaridina-gel-100gr/p
7891106907286;Creme Hidratante Multirrestaurador Bepantol Derma 20g;39.19;https://www.drogaven.com.br/creme-hidratante-multirrestaurador-corporal-bepantol-derma-20g/p
7500435132602;Fralda Pampers Confort Sec Super Xg 58un;97.99;https://www.drogaven.com.br/fralda-pampers-confort-sec-super-xg-54un/p
7896111999806;Esmalte Perolado Impala Cor da Moda Segredos 7,5ml;5.78;https://www.drogaven.com.br/esmalte-impala-a-cor-da-moda-perolado-segredos/p
7896111998410;ESMALTE IMPALA TRATAMENTO REVITA ROSA SWEET;7.14;https://www.drogaven.com.br/esmalte-impala-tratamento-revita-rosa-sweet/p
7891035024894;Inseticida SBP Multi Inseticida óleo de citronela, aerossol 300mL + grátis, 150mL;23.52;https://www.drogaven.com.br/inseticida-sbp-multi-inseticida-oleo-de-citronela-aerossol-300ml-gratis-150ml/p
7897517928520;Shampoo a Seco Ricca Maçã do Amor 150mL;27.34;https://www.drogaven.com.br/shampoo-ricca-a-seco-150ml-maca-do-amor/p
7896012877722;Shampoo Pompom Camomila 200ml;13.71;https://www.drogaven.com.br/shpom-pom-camomila-200ml/p
7894222022024;Pó Compacto Dailus Ultrafino nº D4 Claro;29.3;https://www.drogaven.com.br/po-compacto-dailus-ultrafino-no-d4-bege/p
7896114313135;Escova Dental Bitufo Class cabeça pequena, macia, sortida com 1 unidade + grátis, capa protetora;15.18;https://www.drogaven.com.br/escova-dental-bitufo-class-cabeca-pequena-macia-sortida-com-1-unidade-gratis-capa-protetora/p
7891010253806;Hidratante Facial Neutrogena Face Care Intensive Antissinais Reparador 100g;44.98;https://www.drogaven.com.br/hidratante-facial-neutrogena-face-care-intensive-antissinais-reparador-100g/p
7891033930470;Condicionador Eudora Siàge Hair-Plastia 200mL;53.89;https://www.drogaven.com.br/condicionador-eudora-siage-hair-plastia-200ml/p
7891106915182;Lenço Umedecido Bepantol Baby 96 Unidades;29.3;https://www.drogaven.com.br/lenco-umedecido-bepantol-baby-96un/p
7891024132647;Creme Dental Colgate Sensitive Pro-Alívio (110g);20.48;https://www.drogaven.com.br/creme-dental-colgate-sensitive-pro-alivio-110g/p
7891150073081;Desodorante Antitranspirante Masculino Dove Men + Care Cuidado Total clinical, aerossol 150mL;24.0;https://www.drogaven.com.br/desodorante-antitranspirante-masculino-dove-men-care-cuidado-total-clinical-aerossol-150ml/p
7891150095632;Kit Sabonete em Barra Dove Pele Sensível com 6 Unidades 90g;27.47;https://www.drogaven.com.br/sabonete-dove-90g-sensivel-6un/p
7896512914231;Cera Nutritiva Unhas e Cutículas Granado Pink 7g;28.18;https://www.drogaven.com.br/cera-nutritiva-unhas-e-cuticulas-granado-pink-7g/p
7898632472820;Esfoliante Corporal e Facial Labotrat Melancia + Rosa Mosqueta 150g;22.44;https://www.drogaven.com.br/labotrat-esfoliante-rostocorpo-150g-melancia-bisnaga/p
7894222031163;Quarteto para Sobrancelhas Dailus;40.37;https://www.drogaven.com.br/quarteto-dailus-sobrancelha/p
7897042015269;Creme de Tratamento Skala Coquetel Brasil 1Kg;15.58;https://www.drogaven.com.br/creme-de-tratamento-skala-coquetel-brasil-1kg/p
7896007540624;Absorvente Intimus Toda Protegida Sem Abas Seca 8 Unidades;5.78;https://www.drogaven.com.br/absorvente-intimus-tripla-protecao-sem-abas-seca-com-8-unidades/p
4005900549266;Loção Hidratante Corporal Firmador Nivea Q10 + Vitamina C Pele Seca à Extrasseca 400mL;50.95;https://www.drogaven.com.br/locao-hidratante-corporal-firmador-nivea-q10-vitamina-c-pele-seca-a-extrasseca-400ml/p
7898949409762;Gel Facial e Corporal para Cicatrizes e Estrias Cicatricure 60g;55.76;https://www.drogaven.com.br/gel-facial-e-corporal-para-cicatrizes-e-estrias-cicatricure-60g/p
7908615031514;Protetor Solar Facial Antioxidante FPS 80 1.0 La Roche-Posay Anthelios;111.33;https://www.drogaven.com.br/anthelios-airlicium-fps80-10-40gr/p
7896036526224;Mamadeira Neopan Decorada 6+ meses, sem alça, rosa com capacidade de 130mL;32.32;https://www.drogaven.com.br/mamadeira-neopan-decorada-boca-larga-130ml-rosa-2622/p
7891150060142;Sabonete Corporal Glicerinado Lux Botanicals Orquídea Negra líquido, frasco com 250mL;11.85;https://www.drogaven.com.br/sabonete-corporal-glicerinado-lux-botanicals-orquidea-negra-liquido-frasco-com-250ml/p
7896222717788;Preservativo Olla Lubrificado 8 Unidades;16.56;https://www.drogaven.com.br/preservativo-olla-lubrificado-pacote-com-8-unidades/p
3499320011655;Creme Hidratante Facial Cetaphil Optimal Hydration 48g;111.16;https://www.drogaven.com.br/creme-hidratante-facial-cetaphil-optimal-hydration-48g/p
7899026478909;Óleo Capilar Extraordinário Elseve Tratamento 100mL;46.68;https://www.drogaven.com.br/oleo-capilar-extraordinario-elseve-tratamento-reconstrutor-100ml/p
7891024033425;Solução Bucal Colgate PerioGard Extra Mint sem álcool 250mL;33.22;https://www.drogaven.com.br/solucao-bucal-colgate-periogard-extra-mint-sem-alcool-250ml/p
7908615062471;TINTURA COR&TON  0% AMONIA 6.0 LOURO ESCURO;23.42;https://www.drogaven.com.br/tintura-corton-0-amonia-60-louro-escuro/p
7500435014359;Escova Dental Oral-B 1-2-3 média, sortida com 3 unidades;13.62;https://www.drogaven.com.br/escova-dental-oral-b-1-2-3-media-sortida-com-3-unidades/p
7896114312992;Passa Fio Bitufo 30 Unidades;17.54;https://www.drogaven.com.br/passa-fio-bitufo-30-unidades/p
4005808335435;Loção Deo-hidratante Corporal Nivea Soft Milk Pele Seca 200mL;19.59;https://www.drogaven.com.br/locao-deo-hidratante-corporal-nivea-soft-milk-pele-seca-200ml/p
7791293022635;Desodorante Antitranspirante Rexona Men Invisible aerossol 150mL;21.46;https://www.drogaven.com.br/desodorante-antitranspirante-rexona-men-invisible-aerossol-150ml/p
7899852018232;Batom Vult Hidra Lips Terra Ambar 3,6g;26.94;https://www.drogaven.com.br/vult-make-batom-hid-lips-36g-terr-ambar/p
7894222039695;Batom Líquido Matte 12h Rubi;39.1;https://www.drogaven.com.br/batom-dailus-liquido-matte-12hs-rubi/p
7891010877613;Óleo Corporal Johnson's Baby Puro 200mL;60.84;https://www.drogaven.com.br/oleo-corporal-johnsons-baby-puro-200ml/p
7897042019304;Creme para Pentear + Creme Hidratante Skala Frutástica Ultra Definição por 72h Melancia 1kg;15.58;https://www.drogaven.com.br/skala-1kg-melancia/p
7891024035511;Sabonete Antibacteriano Protex Limpeza Profunda barra, 6 unidades com 85g cada;21.2;https://www.drogaven.com.br/sabonete-antibacteriano-protex-limpeza-profunda-barra-6-unidades-com-85g-cada/p
7896902200623;Repelente Moskitoff Adulto Aerosol Deet 165ml;26.33;https://www.drogaven.com.br/repelente-moskitoff-aerossol-165ml/p
7896018750852;Creme de Pentear Infantil Huggies Kids Brilho Mágico 360ml;21.46;https://www.drogaven.com.br/creme-para-pentear-huggies-kids-brilho-magico-360ml/p
7898647920187;Pinça Bellesa Basic com 2 Unidades 0776-B;9.7;https://www.drogaven.com.br/pinca-bellesa-basic-2unid-0776-b/p
7898924603956;Condicionador Pós-química Haskell Eco Active Bananeira 300mL;58.7;https://www.drogaven.com.br/condicionador-pos-quimica-haskell-eco-active-bananeira-300ml/p
7896235354055;Loção Hidratante Paixão framboesa negra com 200mL;12.64;https://www.drogaven.com.br/hidratante-paixao-200ml-framboesa-negra/p
7896235354147;Loção Hidratante Paixão ameixa rubi com 200mL;18.61;https://www.drogaven.com.br/hidratante-paixao-tentadora-ameixa-rubi-200-ml/p
7506195167281;Creme De Pentear Pantene Liso Extremo 240mL;21.46;https://www.drogaven.com.br/pantene-crpentear-liso-extremo-240ml/p
