EAN;Produto;Preço (R$);Link
7896326905555;Carimbo Pedagógico Cis Stamp Brincadeiras 1 Unidade;5.65;https://www.drogal.com.br/carimbo-pedagogico-cis-stamp-linha-brinca-c1/p
7897780209159;"Pasta D&apos;Água Rioquímica 100g";24.55;https://www.drogal.com.br/pasta-d-agua-100g-rioq/p
7897322710440;Lisador  8 Comprimidos;25.09;https://www.drogal.com.br/lisador-8-comprimidos/p
079400526342;Desodorante Antitranspirante Invisível Dove Sérum Stick Sakura Blossom 45g;38.15;https://www.drogal.com.br/desodorante-antitranspirante-invisivel-dove-serum-stick-sakura-blossom-45g/p
7613034968364;Fórmula Infantil NAN Supreme Pro 0 a 6 Meses 800g;124.55;https://www.drogal.com.br/formula-infantil-nan-supreme-pro-0-a-6-meses-800g/p
7891317197506;Don 10mg 30 Comprimidos;84.19;https://www.drogal.com.br/don-10mg-30-comprimidos/p
7896235354376;Gel Creme Hidratante Monange Facial Hidra Antissinais 80g;19.59;https://www.drogal.com.br/gel-creme-hidratante-monange-facial-hidra-antissinais-80g/p
7896004781389;Etoricoxibe 60mg EMS 14 Comprimidos Revestidos;50.58;https://www.drogal.com.br/etoricoxibe-60mg-ems-14-comprimidos-revestidos/p
7896083411610;Omater Gest 30 Cápsulas;109.9;https://www.drogal.com.br/omatergest30capsulas/p
7908615012049;"Gel de Limpeza Facial Suavizante L&apos;Oréal Paris Revitalift Pro-Retinol 150g";37.99;https://www.drogal.com.br/gel-de-limpeza-facial-suavizante-loreal-paris-revitalift-pro-retinol-150g/p
7896422527514;Cloridrato de Naratriptana 2,5mg Medley 8 Comprimidos;30.69;https://www.drogal.com.br/cloridrato-de-naratriptana-25mg-medley-8-comprimidos/p
7897316805411;Lumigan RC 0,01% Solução Oftálmica Estéril 5ml;280.27;https://www.drogal.com.br/lumigan-rc-001-solucao-oftalmica-esteril-5ml/p
7908458326150;Creme Para Pentear Salon Line kids Cachinhos Nutridos Chocolate 1kg;33.19;https://www.drogal.com.br/creme-para-pentear-salon-line-kids-cachinhos-nutridos-chocolate-1kg/p
7891317143046;Cloridrato de Propafenona 300mg Eurofarma 30 Comprimidos Revestidos;70.89;https://www.drogal.com.br/cloridrato-de-propafenona-eurofarma-300mg-30-comprimidos-revestidos/p
7891182810098;Esmalte Cremoso Risqué Astral 8ml;6.69;https://www.drogal.com.br/esmalte-cremoso-risque-astral-8ml/p
7896658049378;Leucogen 80mg 90 Cápsulas Duras;310.49;https://www.drogal.com.br/leucogen-80mg-90-capsulas-duras/p
7500435249799;Escova Dental Elétrica Oral-B iO Series 2 1 Unidade;475.79;https://www.drogal.com.br/escova-dental-eletrica-oral-b-io-series-2-1-unidade/p
7891721014185;Euthyrox 175mcg 50 Comprimidos;61.49;https://www.drogal.com.br/euthyrox-175mcg-50-comprimidos/p
7896006297376;Cloridrato de Duloxetina 60mg União Química 30 Cápsulas de Liberação Retardada;88.39;https://www.drogal.com.br/cloridrato-de-duloxetina-60mg-uniao-quimica-30-capsulas-de-liberacao-retardada/p
7897947617445;Suplemento Alimentar Lavitan Super Fórmula Cabelos e Unhas 30 Comprimidos Revestidos;36.45;https://www.drogal.com.br/suplemento-alimentar-lavitan-super-formula-cabelos-e-unhas-30-comprimidos-revestidos/p
3499320016735;Creme Facial Noturno Anti-idade Cetaphil Healthy Renew para Rugas e Linhas Finas 50g;295.45;https://www.drogal.com.br/creme-facial-noturno-anti-idade-cetaphil-healthy-renew-para-rugas-e-linhas-finas-50g/p
7896112100539;Cloridrato de Prometazina 25mg 20 Comprimidos Revestidos;7.69;https://www.drogal.com.br/cloridrato-de-prometazina-25mg-20-comprimidos-revestidos/p
7506306214989;Desodorante Antitranspirante Aerosol Rexona Clinical Classic 150ml;22.99;https://www.drogal.com.br/desodorante-antitranspirante-aerosol-rexona-clinical-classic-150ml/p
7896422524629;Albendazol 400mg 3 Comprimidos Mastigáveis - Medley;17.99;https://www.drogal.com.br/albendazol-400mg-3-comprimidos-mastigaveis-medley/p
7896714211978;Hidroclorotiazida 25mg Neo Química 30 Comprimidos;2.39;https://www.drogal.com.br/hidroclorotiazida-25mg-neo-quimica-30-comprimidos/p
7898029557154;Procoralan 7,5mg caixa com 56 comprimidos;189.79;https://www.drogal.com.br/procoralan-75mg-56-cpr/p
7896658048265;Kalist 2mg 84 Comprimidos;137.59;https://www.drogal.com.br/kalist-2mg-84-comprimidos/p
7899706192699;Gel de Limpeza Cerave Acne Control 60g;47.69;https://www.drogal.com.br/gel-de-limpeza-cerave-acne-control-60g/p
7896094210424;Ceci 2mg + 1mg 28 Comprimidos Revestidos;85.49;https://www.drogal.com.br/ceci-2mg-1mg-28-comprimidos-revestidos/p
7891010987787;Antisséptico Bucal Listerine Anticáries Refrescância Extra Suave 500ml;34.65;https://www.drogal.com.br/antisseptico-bucal-listerine-anticaries-refrescancia-extra-suave-500ml/p
7896523206547;Valerimed 50mg 20 Comprimidos Revestidos;18.69;https://www.drogal.com.br/valerimed-50mg-20-comprimidos-revestidos/p
7896699001229;Bico de Mamadeira Lolly Essence Silicone 1 Unidade;8.79;https://www.drogal.com.br/bico-de-mamadeira-lolly-essence-silicone/p
7896004769943;Repoflor 250mg Pó Oral Sabor Abacaxi 10 Sachês;37.99;https://www.drogal.com.br/repoflor-250-250mg-10-envelopes/p
78915640;Esparadrapo Nexcare Impermeável 25mm x 0,9m;6.19;https://www.drogal.com.br/esparadrapo-nexcare-impermeavel-25mm-x-09m/p
8710103938446;Chupeta Ultra Soft Dupla Philips Avent 0-6 Meses Verde e Azul 2 Unidades;83.69;https://www.drogal.com.br/chupeta-ultra-soft-dupla-philips-avent-0-6-meses-verde-e-azul-2-unidades/p
7891000439500;Suplemento Alimentar Nutren Protein Whey 20g de Proteínas Sabor Chocolate 260ml;14.99;https://www.drogal.com.br/suplemento-alimentar-nutren-protein-sabor-chocolate-260ml/p
7891350033434;Tinta de Cabelo Biocolor Mini Kit Castanho Escuro Chique 3.0;15.79;https://www.drogal.com.br/tinta-de-cabelo-biocolor-mini-kit-castanho-escuro-chique-30/p
7896009718113;Pilha Zinco Rayovac AA 4 Unidades;12.65;https://www.drogal.com.br/pilha-rayovac-zinco-aa4-c4/p
7891142983039;Sabonete Facial em Barra Glycare Control 70g;51.59;https://www.drogal.com.br/sabonete-facial-em-barra-glycare-control-70g/p
7896671630058;Condicionador Flores e Vegetais Alecrim e Erva-Doce 310ml;27.75;https://www.drogal.com.br/condicionador-flores-e-vegetais-alecrim-e-erva-doce-300ml/p
7894222040448;Esmalte Dailus Glitter Babado e Gliteria Não Vim a Passeio 8ml;14.89;https://www.drogal.com.br/esmalte-dailus-glitter-babado-e-gliteria-nao-vim-a-passeio-8ml/p
7896206406738;Selozok 50mg caixa com 60 comprimidos;131.09;https://www.drogal.com.br/selozok-50mg-60cpr/p
7897705203088;Wegovy 0,5mg/0,5ml Solução Injetável Subcutânea 1 Sistema de Aplicação Preenchido com 4 Doses + 4 Agulhas Descartáveis;1314.38;https://www.drogal.com.br/wegovy-05mg-05ml-solucao-injetavel-subcutanea-4-sistema-de-aplicacao-preenchido-com-4-doses-4-agulhas-descartaveis/p
7898040324247;Maresis 09% jato forte;65.89;https://www.drogal.com.br/maresis-spray-jato-forte-100ml/p
3499320004497;Espuma de Limpeza Cetaphil Dermacontrol 236ml;84.19;https://www.drogal.com.br/espuma-de-limpeza-cetaphil-dermacontrol-236ml/p
7896094201811;Naprix A 10mg + 5mg 30 Cápsulas;69.69;https://www.drogal.com.br/naprix-a-10mg-5mg-30-capsulas/p
7899838832005;Fita Kinésio Multilaser Muscle Fix 5X500cm Rolo Azul HC042;30.09;https://www.drogal.com.br/fita-kinesio-multilaser-muscle-fix-5x500cm-rolo-azul-hc042/p
7896004789491;Miogesic Lis 125mg + 5mg 30 Comprimidos Revestidos;54.39;https://www.drogal.com.br/miogesic-lis-125mg--5mg-30-comprimidos-revestidos/p
7896061997457;Fralda Shortinho Babysec Ultrasec Mega Galinha Pintadinha G 22 Unidades;38.59;https://www.drogal.com.br/fralda-shortinho-babysec-ultrasec-mega-galinha-pintadinha-g-22-unidades/p
742832706285;Pomada para Mamilos De Lanolina Hpa Lansinoh 30g;61.89;https://www.drogal.com.br/pomada-para-mamilos-de-lanolina-hpa-lansinoh-30g/p
7896331701029;Stilgrip Pó para Solulção Oral Sabor Mel e Limão 5g;3.9;https://www.drogal.com.br/stilgrip-granulado-1-sache/p
0070341368572;Protetor Solar Facial Principia PS-05 FPS70 Cor 2.0 30ml;48.99;https://www.drogal.com.br/protetor-solar-facial-principia-ps-05-fps70-cor-20-30ml/p
7891150101685;Máscara de Tratamento Seda Liso Perfeito 300g;18.89;https://www.drogal.com.br/mascara-de-tratamento-seda-liso-perfeito-300g/p
7908785406815;Protetor Solar Facial La Roche-Posay Anthelios UV Mune 400 Airlicium Antioleosidade FPS50+ (FPS60) Sem Cor 50ml;121.69;https://www.drogal.com.br/protetor-solar-facial-la-roche-posay-anthelios-uv-mune-400-airlicium-antioleosidade-fps50-50ml/p
7891058005658;Prednisona 5mg Medley 20 Comprimidos;9.2;https://www.drogal.com.br/prednisona-5mg-medley-20-comprimidos/p
7891142171719;Antialérgico Polaramine 20 Comprimidos;30.79;https://www.drogal.com.br/antialergico-polaramine-2mg-20-comprimidos/p
7895800304228;Goma de Mascar Trident Menta 8g;3.99;https://www.drogal.com.br/goma-de-mascar-trident-menta-8g/p
7896311773299;Barra de Proteína Integralmedica Crisp Bar Dou Crunch 45g;10.65;https://www.drogal.com.br/barra-de-proteina-integralmedica-crisp-bar-dou-crunch-45g/p
7898636193943;Creme Antifúngico Lakesia Pes 20g;19.9;https://www.drogal.com.br/creme-antifungico-lakesia-pes-20g/p
7896676430127;Glya 75mg 30 Cápsulas Duras;58.19;https://www.drogal.com.br/glya-75mg-30-capsulas-duras/p
7908236800186;Viagra 50mg 2 Comprimidos Revestidos;67.31;https://www.drogal.com.br/viagra50mgcaixacom2comprimidosrevestidos/p
7891150091245;Máscara de Tratamento Tresemmé Brilho Lamelar 400g;33.89;https://www.drogal.com.br/mascara-de-tratamento-tresemme-brilho-lamelar-400g/p
7891010250997;Protetor Solar Facial Neutrogena Sun Fresh FPS70 40g;64.85;https://www.drogal.com.br/protetor-solar-facial-neutrogena-sun-fresh-fps70-40g/p
7908458305629;Kit Shampoo + Condicionador Salon Line Hidra Hialurônico Hidrata e Preenche 300ml Cada;18.15;https://www.drogal.com.br/kit-shampoo-condicionador-salon-line-meu-ritual-hialuronico-300ml-cada/p
7898430194467;Calceos Kids Solução Oral Sabor Cereja 200ml;61.49;https://www.drogal.com.br/calceos-kids-200ml/p
7896261000797;Voltaren 75mg Solução Injetável 5 Ampolas 3ml Cada;27.59;https://www.drogal.com.br/voltaren-75mg-solucao-injetavel-5-ampolas-3ml-cada/p
7898303263856;Óleo de Semente de Abóbora 1.000mg 60 Cápsulas;45.59;https://www.drogal.com.br/oleo-de-semente-de-abobora-1000mg-60-capsulas/p
7898556034746;Escova De Cabelo Sveda Hair Magic Colors White Quadrada 1 Unidade;20.55;https://www.drogal.com.br/escova-de-cabelo-sveda-hair-magic-colors-white-quadrada-1-unidade/p
7908079507273;Esparadrapo Triane Transparente 2,5cm x 4,5m;20.35;https://www.drogal.com.br/esparadrapo-transparente-triane-25cm-x-45m/p
7896061996610;Fralda Babysec Ultrasec Hiper Galinha Pintadinha G 60 Unidades;80.49;https://www.drogal.com.br/fralda-babysec-ultrasec-hiper-galinha-pintadinha-g-60-unidades/p
4006000003849;Gel Creme Hidratante Corporal Eucerin pH5 350g;113.39;https://www.drogal.com.br/gel-creme-hidratante-eucerin-ph5-350g/p
7891000419076;Choco Cookies Nestlé Sabor Gotas de Chocolate 100g;7.89;https://www.drogal.com.br/choco-cookies-nestle-sabor-gotas-de-chocolate-100g/p
7891317017019;Cilostazol 50mg Eurofarma 60 Comprimidos;27.39;https://www.drogal.com.br/cilostazol-50mg-eurofarma-60-comprimidos/p
7897595637932;Risperidona 2mg Novartis 30 Comprimidos Revestidos;22.69;https://www.drogal.com.br/risperidona-2mg-novartis-30-comprimidos-revestidos/p
7896112110347;Aminofilina 100mg Teuto 20 Comprimidos;5.39;https://www.drogal.com.br/aminofilina-100mg-teuto-20-comprimidos/p
7896004713045;Topiramato 100mg Germed 60 Comprimidos Revestidos;85.19;https://www.drogal.com.br/topiramato-100mg-pharma-60-comprimidos-revestidos/p
7891150060227;Refil Sabonete Líquido Lux Botanicals Lavanda 200ml;7.99;https://www.drogal.com.br/sabonete-liquido-lux-refil-botanicals-lavanda-200ml/p
7896676441215;Suplemento Alimentar Druse 90 Cápsulas Gelatinosas Moles;158.69;https://www.drogal.com.br/suplemento-alimentar-druse-90-capsulas-gelatinosas-moles/p
7896112115175;Naproxeno 500mg Teuto 20 Comprimidos;28.29;https://www.drogal.com.br/naproxenoteuto500mgcaixacom20comprimidos/p
8002990292092;"Creme Depilatório Veet Pure &amp; Fresh Pele Normal 100ml";49.49;https://www.drogal.com.br/creme-depilatorio-veet-pure-fresh-pele-normal-100ml/p
7896004765815;Maisol 7.000UI 4 Comprimidos;9.79;https://www.drogal.com.br/maisol-7000ui-4-comprimidos/p
7500435116305;Condicionador Pantene Pro-V 3 Minutos Milagrosos Hidratação 170ml;33.75;https://www.drogal.com.br/condicionador-pantene-3-minutos-milagrosos-hidratacao-170ml/p
7500435205771;Fralda Pampers Pants Ajuste Total Max M 112 Unidades;172.29;https://www.drogal.com.br/fralda-pampers-pants-ajuste-total-max-m-112-unidades/p
7908079508362;Creme Depilatório Corporal Sveda Men 150g;28.09;https://www.drogal.com.br/creme-depilatorio-corporal-sveda-men-150g/p
